AAA,SOLD PRICE,SQFT,BEDS,BATH,PARK,Bay Street,Dufferin Grove,Kensington / China town,Little Portugal,Niagara,Palmerston / Little Italy,Trinity Bellwoods,University,Waterfront
adfgh,672000,500-599,1,1,0,,,,,,,1,,
adfgh,850000,900-999,2,2,1,,,,,,,1,,
adfgh,980000,800-899,1,2,0,,,,,,,1,,
adfgh,547900,600-699,1,1,0,,,,,,,1,,
adfgh,640000,600-699,1,1,0,,,,,,,1,,
adfgh,900000,800-899,2,2,1,,,,,,,1,,
adfgh,825000,900-999,1,2,1,,,,,,,1,,
adfgh,915000,900-999,1,2,1,,,,,,,1,,
adfgh,675000,600-699,1,1,1,,,,,,,1,,
adfgh,585000,500-599,1,1,1,,,,,,,1,,
adfgh,790000,700-799,1,1,1,,,,,,,1,,
adfgh,590000,600-699,1,1,0,,,,,,,1,,
adfgh,780000,700-799,1,1,1,,,,,,,1,,
adfgh,999999,1000-1199,1,2,1,,,,,,,1,,
adfgh,650000,600-699,1,1,0,,,,,,,1,,
adfgh,781000,600-699,1,1,1,,,,,,,1,,
adfgh,781500,900-999,1,2,1,,,,,,,1,,
adfgh,977000,1600-1799,3,3,1,,,,,,,1,,
adfgh,1150000,1200-1399,2,2,0,,,,,,,1,,
adfgh,700000,500-599,1,1,1,,,,,,,1,,
adfgh,900000,1600-1799,3,3,1,,,,,,,1,,
adfgh,775000,700-799,1,1,1,,,,,,,1,,
adfgh,530000,600-699,1,1,1,,,,,,,1,,
adfgh,775000,800-899,2,1,1,,,,,,,1,,
adfgh,543250,0-499,1,1,0,,,,,,,1,,
adfgh,650000,500-599,1,1,1,,,,,,,1,,
adfgh,607000,900-999,2,2,,,,,,,,,1,
adfgh,641000,600-699,1,1,,,,,,,,,1,
adfgh,545900,600-699,1,1,,,,,,,,,1,
adfgh,980000,1000-1199,2,2,,,,,,,,,1,
adfgh,613000,600-699,1,1,0,,,,,,,,1,
adfgh,1000000,1200-1399,3,2,1,,,,,,,,1,
adfgh,620000,700-799,1,1,0,,,,,,,,1,
adfgh,625990,600-699,1,1,0,,,,,,,,1,
adfgh,440000,700-799,1,1,1,,,,,,,,1,
adfgh,602500,500-599,1,1,0,,,,,,,,1,
adfgh,768800,700-799,1,2,1,,,,,,,,1,
adfgh,618000,600-699,1,1,0,,,,,,,,1,
adfgh,580000,600-699,1,1,0,,,,,,,,1,
adfgh,1280000,1600-1799,2,2,1,,,,,,,,1,
adfgh,1610000,2500-2749,3,4,1,,,,,,,,1,
adfgh,635000,600-699,1,1,1,,,,,,,,1,
adfgh,628000,500-599,1,1,0,,,,,,,,1,
adfgh,767000,700-799,1,2,1,,,,,,,,1,
adfgh,857500,1000-1199,2,2,0,,,,,,,,1,
adfgh,999999,1200-1399,2,2,1,,,,,,,,1,
adfgh,380000,0-499,0,1,0,,,,,,,,1,
adfgh,667000,700-799,1,1,0,,,,,,,,1,
adfgh,957000,900-999,2,2,1,,,,,,,,1,
adfgh,280000,0-499,0,1,0,,,,,,,,1,
adfgh,639000,600-699,1,2,,,,,,,,,,1
adfgh,1350000,2250-2499,2,3,2,,,,,,,,,1
adfgh,575000,500-599,1,1,,,,,,,,,,1
adfgh,765000,700-799,1,2,,,,,,,,,,1
adfgh,961000,1000-1199,2,2,,,,,,,,,,1
adfgh,598888,600-699,1,1,,,,,,,,,,1
adfgh,518000,500-599,1,1,,,,,,,,,,1
adfgh,869000,900-999,2,2,,,,,,,,,,1
adfgh,685000,700-799,2,1,,,,,,,,,,1
adfgh,580000,500-599,1,1,,,,,,,,,,1
adfgh,785000,700-799,2,2,,,,,,,,,,1
adfgh,975000,1000-1199,2,2,,,,,,,,,,1
adfgh,880000,1000-1199,2,3,,,,,,,,,,1
adfgh,1190000,1200-1399,2,2,,,,,,,,,,1
adfgh,3950,0-499,0,0,,,,,,,,,,1
adfgh,1600000,1400-1599,2,3,,,,,,,,,,1
adfgh,1220000,1800-1999,2,2,,,,,,,,,,1
adfgh,615000,600-699,1,1,,,,,,,,,,1
adfgh,510000,500-599,1,1,,,,,,,,,,1
adfgh,545000,600-699,1,1,,,,,,,,,,1
adfgh,500000,0-499,1,1,,,,,,,,,,1
adfgh,480000,500-599,1,1,,,,,,,,,,1
adfgh,615000,500-599,1,1,,,,,,,,,,1
adfgh,670000,800-899,2,2,,,,,,,,,,1
adfgh,630000,600-699,1,1,,,,,,,,,,1
adfgh,542000,600-699,1,1,,,,,,,,,,1
adfgh,520000,700-799,1,1,,,,,,,,,,1
adfgh,653888,500-599,1,1,,,,,,,,,,1
adfgh,590000,600-699,1,1,,,,,,,,,,1
adfgh,770000,900-999,1,2,,,,,,,,,,1
adfgh,688000,700-799,2,2,,,,,,,,,,1
adfgh,555000,500-599,1,1,,,,,,,,,,1
adfgh,768000,800-899,2,2,,,,,,,,,,1
adfgh,569000,600-699,1,1,,,,,,,,,,1
adfgh,865000,900-999,2,2,,,,,,,,,,1
adfgh,628200,600-699,1,1,,,,,,,,,,1
adfgh,570000,600-699,1,1,,,,,,,,,,1
adfgh,489000,500-599,1,1,,,,,,,,,,1
adfgh,525000,500-599,1,1,,,,,,,,,,1
adfgh,600000,600-699,1,1,,,,,,,,,,1
adfgh,623500,600-699,1,2,,,,,,,,,,1
adfgh,620000,600-699,1,1,,,,,,,,,,1
adfgh,520000,500-599,1,1,,,,,,,,,,1
adfgh,635000,700-799,1,1,,,,,,,,,,1
adfgh,1130000,1400-1599,3,3,,,,,,,,,,1
adfgh,1060000,1000-1199,2,2,,,,,,,,,,1
adfgh,1170000,900-999,2,2,,,,,,,,,,1
adfgh,630000,600-699,1,1,,,,,,,,,,1
adfgh,523000,600-699,1,1,,,,,,,,,,1
adfgh,662000,500-599,1,1,,,,,,,,,,1
adfgh,560000,600-699,1,1,,,,,,,,,,1
adfgh,580000,500-599,1,1,,,,,,,,,,1
adfgh,535000,0-499,1,1,,,,,,,,,,1
adfgh,705000,600-699,2,1,,,,,,,,,,1
adfgh,540000,500-599,1,1,,,,,,,,,,1
adfgh,570000,600-699,1,1,,,,,,,,,,1
adfgh,582000,700-799,1,1,,,,,,,,,,1
adfgh,870000,1000-1199,2,2,,,,,,,,,,1
adfgh,733000,600-699,1,1,,,,,,,,,,1
adfgh,560000,500-599,1,1,,,,,,,,,,1
adfgh,590000,600-699,1,1,,,,,,,,,,1
adfgh,620000,500-599,1,1,,,,,,,,,,1
adfgh,835000,900-999,2,2,,,,,,,,,,1
adfgh,750000,800-899,3,2,,,,,,,,,,1
adfgh,708000,700-799,1,2,,,,,,,,,,1
adfgh,715000,700-799,2,2,,,,,,,,,,1
adfgh,499900,500-599,1,1,,,,,,,,,,1
adfgh,728960,700-799,1,1,,,,,,,,,,1
adfgh,623000,600-699,1,1,,,,,,,,,,1
adfgh,599000,600-699,1,1,,,,,,,,,,1
adfgh,575500,500-599,1,1,,,,,,,,,,1
adfgh,1060000,1200-1399,2,2,,,,,,,,,,1
adfgh,525000,500-599,1,1,,,,,,,,,,1
adfgh,893000,800-899,2,2,,,,,,,,,,1
adfgh,499900,500-599,1,1,,,,,,,,,,1
adfgh,829000,900-999,2,2,,,,,,,,,,1
adfgh,599000,700-799,1,2,,,,,,,,,,1
adfgh,550000,500-599,1,1,,,,,,,,,,1
adfgh,590000,500-599,1,1,,,,,,,,,,1
adfgh,545000,600-699,1,1,,,,,,,,,,1
adfgh,910000,900-999,2,2,,,,,,,,,,1
adfgh,966850,800-899,2,2,,,,,,,,,,1
adfgh,513800,0-499,1,1,,,,,,,,,,1
adfgh,555000,500-599,1,1,,,,,,,,,,1
adfgh,685000,800-899,2,2,,,,,,,,,,1
adfgh,542900,500-599,1,1,,,,,,,,,,1
adfgh,695000,600-699,1,1,,,,,,,,,,1
adfgh,585000,500-599,1,1,,,,,,,,,,1
adfgh,531000,800-899,1,1,,,,,,,,,,1
adfgh,757000,1000-1199,2,2,,,,,,,,,,1
adfgh,685000,800-899,2,2,,,,,,,,,,1
adfgh,685000,700-799,1,2,,,,,,,,,,1
adfgh,849000,600-699,1,1,,,,,,,,,,1
adfgh,749000,700-799,1,2,,,,,,,,,,1
adfgh,697000,800-899,2,2,,,,,,,,,,1
adfgh,535000,500-599,1,1,,,,,,,,,,1
adfgh,595000,600-699,1,1,,,,,,,,,,1
adfgh,1950000,1400-1599,2,2,,,,,,,,,,1
adfgh,530000,500-599,1,1,,,,,,,,,,1
adfgh,44000,,,0,,,,,,,,,,1
adfgh,582000,600-699,1,1,,,,,,,,,,1
adfgh,525000,0-499,1,1,,,,,,,,,,1
adfgh,675000,600-699,1,1,,,,,,,,,,1
adfgh,765000,800-899,1,2,,,,,,,,,,1
adfgh,593260,500-599,1,1,,,,,,,,,,1
adfgh,40000,,,0,,,,,,,,,,1
adfgh,630000,500-599,1,1,,,,,,,,,,1
adfgh,551000,800-899,1,1,,,,,,,,,,1
adfgh,590000,600-699,1,1,,,,,,,,,,1
adfgh,875000,800-899,1,1,,,,,,,,,,1
adfgh,649000,600-699,2,1,,,,,,,,,,1
adfgh,1075000,900-999,2,2,,,,,,,,,,1
adfgh,895000,800-899,2,2,,,,,,,,,,1
adfgh,551000,500-599,1,1,,,,,,,,,,1
adfgh,750000,900-999,1,1,,,,,,,,,,1
adfgh,955000,900-999,2,2,,,,,,,,,,1
adfgh,799000,1000-1199,2,2,,,,,,,,,,1
adfgh,770000,700-799,2,2,,,,,,,,,,1
adfgh,1420000,1200-1399,2,2,,,,,,,,,,1
adfgh,925000,800-899,2,2,,,,,,,,,,1
adfgh,1050000,1200-1399,2,2,,,,,,,,,,1
adfgh,890000,1000-1199,1,1,,,,,,,,,,1
adfgh,460000,0-499,0,1,,,,,,,,,,1
adfgh,820000,800-899,2,2,,,,,,,,,,1
adfgh,845000,800-899,2,2,,,,,,,,,,1
adfgh,648000,600-699,1,2,,,,,,,,,,1
adfgh,852500,900-999,2,2,,,,,,,,,,1
adfgh,50000,,,0,,,,,,,,,,1
adfgh,551000,0-499,1,1,,,,,,,,,,1
adfgh,649900,600-699,1,1,,,,,,,,,,1
adfgh,975000,1000-1199,2,2,,,,,,,,,,1
adfgh,5000,,,0,,,,,,,,,,1
adfgh,7500,,,0,,,,,,,,,,1
adfgh,710000,800-899,2,2,,,,,,,,,,1
adfgh,590000,500-599,1,1,,,,,,,,,,1
adfgh,629000,500-599,1,1,,,,,,,,,,1
adfgh,820000,700-799,2,1,,,,,,,,,,1
adfgh,1148000,1200-1399,2,2,,,,,,,,,,1
adfgh,495000,0-499,1,1,,,,,,,,,,1
adfgh,660000,500-599,1,1,,,,,,,,,,1
adfgh,678000,600-699,1,1,,,,,,,,,,1
adfgh,559000,500-599,1,1,,,,,,,,,,1
adfgh,645000,700-799,1,2,,,,,,,,,,1
adfgh,499900,500-599,1,1,,,,,,,,,,1
adfgh,560000,600-699,1,1,,,,,,,,,,1
adfgh,1585000,1600-1799,2,2,,,,,,,,,,1
adfgh,902000,800-899,3,2,,,,,,,,,,1
adfgh,742000,800-899,1,2,,,,,,,,,,1
adfgh,505000,500-599,1,1,,,,,,,,,,1
adfgh,1185000,1200-1399,2,2,,,,,,,,,,1
adfgh,578000,600-699,1,1,,,,,,,,,,1
adfgh,975300,1000-1199,2,2,,,,,,,,,,1
adfgh,526000,500-599,1,1,,,,,,,,,,1
adfgh,650000,600-699,1,1,,,,,,,,,,1
adfgh,945000,1200-1399,2,2,,,,,,,,,,1
adfgh,859900,900-999,2,2,,,,,,,,,,1
adfgh,640000,800-899,1,1,,,,,,,,,,1
adfgh,1830000,1600-1799,2,3,,,,,,,,,,1
adfgh,570000,700-799,1,1,,,,,,,,,,1
adfgh,534000,500-599,1,1,,,,,,,,,,1
adfgh,535000,600-699,1,1,,,,,,,,,,1
adfgh,600000,500-599,1,1,,,,,,,,,,1
adfgh,495000,0-499,1,1,,,,,,,,,,1
adfgh,474000,500-599,1,1,,,,,,,,,,1
adfgh,665000,600-699,1,1,,,,,,,,,,1
adfgh,775000,700-799,2,2,,,,,,,,,,1
adfgh,567000,500-599,1,1,,,,,,,,,,1
adfgh,585000,600-699,1,1,,,,,,,,,,1
adfgh,645000,600-699,1,1,,,,,,,,,,1
adfgh,580000,900-999,1,2,,,,,,,,,,1
adfgh,695000,700-799,1,1,,,,,,,,,,1
adfgh,610000,600-699,1,1,,,,,,,,,,1
adfgh,537000,500-599,1,1,,,,,,,,,,1
adfgh,1150000,1000-1199,2,2,,,,,,,,,,1
adfgh,565000,600-699,1,1,,,,,,,,,,1
adfgh,849000,900-999,2,2,,,,,,,,,,1
adfgh,728000,700-799,1,1,,,,,,,,,,1
adfgh,519960,500-599,1,1,,,,,,,,,,1
adfgh,55000,0-499,,0,,,,,,,,,,1
adfgh,700000,700-799,1,2,,,,,,,,,,1
adfgh,480000,0-499,0,1,,,,,,,,,,1
adfgh,855000,1000-1199,3,2,,,,,,,,,,1
adfgh,759000,600-699,2,1,,,,,,,,,,1
adfgh,555000,0-499,0,1,,,,,,,,,,1
adfgh,440000,0-499,0,1,,,,,,,,,,1
adfgh,606000,700-799,1,1,,,,,,,,,,1
adfgh,886000,1200-1399,2,2,,,,,,,,,,1
adfgh,715000,600-699,1,1,,,,,,,,,,1
adfgh,1230000,1200-1399,2,2,,,,,,,,,,1
adfgh,562000,500-599,1,1,,,,,,,,,,1
adfgh,690000,600-699,1,1,,,,,,,,,,1
adfgh,9800,500-599,,1,,,,,,,,,,1
adfgh,698000,800-899,2,2,,,,,,,,,,1
adfgh,464000,0-499,1,1,,,,,,,,,,1
adfgh,483500,0-499,1,1,,,,,,,,,,1
adfgh,788000,900-999,2,2,,,,,,,,,,1
adfgh,818800,800-899,2,2,,,,,,,,,,1
adfgh,520000,600-699,1,1,,,,,,,,,,1
adfgh,905200,800-899,2,2,,,,,,,,,,1
adfgh,785000,900-999,2,2,,,,,,,,,,1
adfgh,575000,600-699,1,1,,,,,,,,,,1
adfgh,521750,600-699,1,1,,,,,,,,,,1
adfgh,710000,600-699,1,1,,,,,,,,,,1
adfgh,709000,700-799,2,2,,,,,,,,,,1
adfgh,634000,700-799,1,2,,,,,,,,,,1
adfgh,592000,600-699,1,1,,,,,,,,,,1
adfgh,515000,500-599,1,1,,,,,,,,,,1
adfgh,705000,600-699,1,1,,,,,,,,,,1
adfgh,675000,600-699,1,2,,,,,,,,,,1
adfgh,715000,600-699,1,1,,,,,,,,,,1
adfgh,588000,600-699,1,1,,,,,,,,,,1
adfgh,635000,500-599,1,1,1,,,,,,,,,1
adfgh,635000,600-699,1,1,,,,,,,,,,1
adfgh,800000,900-999,2,2,,,,,,,,,,1
adfgh,740000,600-699,2,1,,,,,,,,,,1
adfgh,800000,700-799,2,2,,,,,,,,,,1
adfgh,516000,500-599,1,1,,,,,,,,,,1
adfgh,619900,500-599,1,1,,,,,,,,,,1
adfgh,713888,700-799,2,2,,,,,,,,,,1
adfgh,690000,600-699,2,2,,,,,,,,,,1
adfgh,2700000,3000-3249,2,3,,,,,,,,,,1
adfgh,2100000,2000-2249,3,3,,,,,,,,,,1
adfgh,586000,700-799,1,1,,,,,,,,,,1
adfgh,535000,0-499,1,1,,,,,,,,,,1
adfgh,640000,500-599,1,1,,,,,,,,,,1
adfgh,570000,600-699,1,1,,,,,,,,,,1
adfgh,585000,500-599,1,1,,,,,,,,,,1
adfgh,598000,700-799,2,1,,,,,,,,,,1
adfgh,545000,600-699,1,1,,,,,,,,,,1
adfgh,687500,800-899,2,2,,,,,,,,,,1
adfgh,475800,0-499,1,1,,,,,,,,,,1
adfgh,630000,600-699,1,1,,,,,,,,,,1
adfgh,469000,0-499,1,1,,,,,,,,,,1
adfgh,510000,0-499,0,1,,,,,,,,,,1
adfgh,506500,500-599,1,1,,,,,,,,,,1
adfgh,620000,500-599,1,1,,,,,,,,,,1
adfgh,815000,1000-1199,1,1,,,,,,,,,,1
adfgh,849999,900-999,2,2,,,,,,,,,,1
adfgh,590000,800-899,1,1,,,,,,,,,,1
adfgh,770000,1000-1199,1,1,,,,,,,,,,1
adfgh,758000,700-799,2,2,,,,,,,,,,1
adfgh,860000,900-999,2,2,,,,,,,,,,1
adfgh,622500,500-599,1,1,,,,,,,,,,1
adfgh,446500,0-499,0,1,,,,,,,,,,1
adfgh,660000,700-799,1,1,,,,,,,,,,1
adfgh,985000,1200-1399,2,2,,,,,,,,,,1
adfgh,558000,500-599,1,1,,,,,,,,,,1
adfgh,615000,700-799,1,2,,,,,,,,,,1
adfgh,572000,600-699,1,1,,,,,,,,,,1
adfgh,512500,500-599,1,1,,,,,,,,,,1
adfgh,680000,700-799,2,2,,,,,,,,,,1
adfgh,488000,500-599,1,1,,,,,,,,,,1
adfgh,713000,700-799,2,1,1,,,,,,,,,1
adfgh,1175000,1200-1399,2,2,,,,,,,,,,1
adfgh,626000,600-699,1,1,,,,,,,,,,1
adfgh,845000,1000-1199,2,2,,,,,,,,,,1
adfgh,540000,500-599,1,1,,,,,,,,,,1
adfgh,1210000,1000-1199,2,2,,,,,,,,,,1
adfgh,520000,0-499,0,1,,,,,,,,,,1
adfgh,650000,600-699,1,1,,,,,,,,,,1
adfgh,599000,900-999,1,1,,,,,,,,,,1
adfgh,989000,900-999,2,2,,,,,,,,,,1
adfgh,627000,600-699,1,1,,,,,,,,,,1
adfgh,770000,800-899,2,2,,,,,,,,,,1
adfgh,522888,0-499,1,1,,,,,,,,,,1
adfgh,796000,800-899,2,2,,,,,,,,,,1
adfgh,670000,600-699,1,1,,,,,,,,,,1
adfgh,1825000,1200-1399,2,2,,,,,,,,,,1
adfgh,612000,600-699,1,1,,,,,,,,,,1
adfgh,498000,0-499,1,1,,,,,,,,,,1
adfgh,941000,1000-1199,2,2,,,,,,,,,,1
adfgh,664000,600-699,1,1,,,,,,,,,,1
adfgh,510000,600-699,1,1,,,,,,,,,,1
adfgh,520000,600-699,1,1,,,,,,,,,,1
adfgh,1068000,900-999,2,2,,,,,,,,,,1
adfgh,605000,700-799,1,1,,,,,,,,,,1
adfgh,797000,700-799,2,2,,,,,,,,,,1
adfgh,565000,500-599,1,1,,,,,,,,,,1
adfgh,585000,500-599,1,1,,,,,,,,,,1
adfgh,485000,500-599,0,1,,,,,,,,,,1
adfgh,638000,600-699,2,1,,,,,,,,,,1
adfgh,526000,600-699,1,1,0,,,,,,,,,1
adfgh,516000,500-599,1,1,,,,,,,,,,1
adfgh,1025000,900-999,2,2,,,,,,,,,,1
adfgh,535000,600-699,1,1,,,,,,,,,,1
adfgh,563000,0-499,1,1,,,,,,,,,,1
adfgh,490000,0-499,1,1,,,,,,,,,,1
adfgh,691275,600-699,2,1,,,,,,,,,,1
adfgh,460000,0-499,1,1,,,,,,,,,,1
adfgh,960000,1000-1199,2,2,,,,,,,,,,1
adfgh,725000,600-699,1,1,,,,,,,,,,1
adfgh,890000,1000-1199,2,2,,,,,,,,,,1
adfgh,597000,600-699,1,1,,,,,,,,,,1
adfgh,900000,700-799,2,2,,,,,,,,,,1
adfgh,968000,1000-1199,2,2,1,,,,,,,,,1
adfgh,435000,0-499,1,1,,,,,,,,,,1
adfgh,645000,500-599,1,1,,,,,,,,,,1
adfgh,830000,800-899,2,2,,,,,,,,,,1
adfgh,625000,500-599,1,1,,,,,,,,,,1
adfgh,760000,800-899,2,2,,,,,,,,,,1
adfgh,591000,600-699,1,1,,,,,,,,,,1
adfgh,718000,700-799,1,1,,,,,,,,,,1
adfgh,548000,0-499,1,1,,,,,,,,,,1
adfgh,705000,700-799,1,2,,,,,,,,,,1
adfgh,700888,700-799,2,2,,,,,,,,,,1
adfgh,599900,600-699,1,1,,,,,,,,,,1
adfgh,648888,600-699,1,1,,,,,,,,,,1
adfgh,858000,900-999,2,2,,,,,,,,,,1
adfgh,670000,700-799,1,1,,,,,,,,,,1
adfgh,728000,700-799,1,1,,,,,,,,,,1
adfgh,511000,500-599,1,1,,,,,,,,,,1
adfgh,607000,600-699,1,1,,,,,,,,,,1
adfgh,526500,600-699,1,1,,,,,,,,,,1
adfgh,700000,600-699,2,1,,,,,,,,,,1
adfgh,532500,0-499,1,1,,,,,,,,,,1
adfgh,965000,900-999,2,2,,,,,,,,,,1
adfgh,626000,600-699,1,1,,,,,,,,,,1
adfgh,600000,500-599,1,1,,,,,,,,,,1
adfgh,535000,600-699,1,1,,,,,,,,,,1
adfgh,638000,600-699,1,1,,,,,,,,,,1
adfgh,589000,600-699,1,1,,,,,,,,,,1
adfgh,515000,500-599,1,1,,,,,,,,,,1
adfgh,575000,700-799,1,1,1,,,,,,,,,1
adfgh,600000,600-699,1,1,,,,,,,,,,1
adfgh,568000,500-599,1,1,,,,,,,,,,1
adfgh,572000,800-899,1,1,,,,,,,,,,1
adfgh,1875000,1400-1599,1,2,,,,,,,,,,1
adfgh,880000,900-999,2,2,,,,,,,,,,1
adfgh,688000,700-799,1,2,,,,,,,,,,1
adfgh,2100000,2000-2249,2,2,,,,,,,,,,1
adfgh,710000,700-799,2,2,,,,,,,,,,1
adfgh,1749000,1800-1999,3,3,,,,,,,,,,1
adfgh,535000,0-499,1,1,,,,,,,,,,1
adfgh,429900,0-499,0,1,,,,,,,,,,1
adfgh,600000,600-699,1,1,,,,,,,,,,1
adfgh,745000,700-799,2,2,,,,,,,,,,1
adfgh,523000,600-699,1,1,,,,,,,,,,1
adfgh,698000,600-699,1,1,,,,,,,,,,1
adfgh,541888,500-599,1,1,,,,,,,,,,1
adfgh,558000,500-599,1,1,,,,,,,,,,1
adfgh,610000,600-699,1,2,,,,,,,,,,1
adfgh,635000,500-599,1,1,,,,,,,,,,1
adfgh,788000,800-899,2,2,1,,,,,,,,,1
adfgh,560000,500-599,1,1,0,,,,,,,,,1
adfgh,507800,500-599,1,1,0,,,,,,,,,1
adfgh,591000,600-699,1,1,,,,,,,,,,1
adfgh,892650,900-999,2,2,,,,,,,,,,1
adfgh,650000,700-799,2,1,,,,,,,,,,1
adfgh,790000,1000-1199,1,1,,,,,,,,,,1
adfgh,478000,0-499,1,1,,,,,,,,,,1
adfgh,638000,600-699,2,1,0,,,,,,,,,1
adfgh,740000,700-799,2,2,,,,,,,,,,1
adfgh,460000,0-499,1,1,,,,,,,,,,1
adfgh,687000,700-799,1,1,1,,,,,,,,,1
adfgh,615000,600-699,1,1,,,,,,,,,,1
adfgh,575000,500-599,1,1,0,,,,,,,,,1
adfgh,810000,800-899,2,2,,,,,,,,,,1
adfgh,751000,800-899,2,2,,,,,,,,,,1
adfgh,568000,600-699,1,1,,,,,,,,,,1
adfgh,600000,500-599,1,1,,,,,,,,,,1
adfgh,1050000,900-999,3,2,1,,,,,,,,,1
adfgh,593000,600-699,1,1,,,,,,,,,,1
adfgh,466700,500-599,0,1,,,,,,,,,,1
adfgh,625000,500-599,1,1,,,,,,,,,,1
adfgh,526000,500-599,1,1,,,,,,,,,,1
adfgh,635000,600-699,1,1,0,,,,,,,,,1
adfgh,443000,0-499,0,1,,,,,,,,,,1
adfgh,1015000,1000-1199,2,2,,,,,,,,,,1
adfgh,547500,0-499,1,1,,,,,,,,,,1
adfgh,610000,700-799,1,2,,,,,,,,,,1
adfgh,671000,600-699,1,1,0,,,,,,,,,1
adfgh,587000,500-599,1,1,,,,,,,,,,1
adfgh,730000,800-899,1,1,1,,,,,,,,,1
adfgh,526400,500-599,1,1,,,,,,,,,,1
adfgh,508000,500-599,1,1,,,,,,,,,,1
adfgh,1800000,1600-1799,2,2,2,,,,,,,,,1
adfgh,630000,600-699,1,1,,,,,,,,,,1
adfgh,482500,500-599,1,1,,,,,,,,,,1
adfgh,641000,600-699,1,1,1,,,,,,,,,1
adfgh,1150000,1200-1399,2,2,,,,,,,,,,1
adfgh,535000,600-699,2,1,1,,,,,,,,,1
adfgh,1400000,1800-1999,3,3,,,,,,,,,,1
adfgh,850000,900-999,2,2,1,,,,,,,,,1
adfgh,625000,600-699,1,1,1,,,,,,,,,1
adfgh,800000,1000-1199,1,1,,,,,,,,,,1
adfgh,995000,1200-1399,2,2,,,,,,,,,,1
adfgh,665000,600-699,1,1,1,,,,,,,,,1
adfgh,1259000,1200-1399,2,2,,,,,,,,,,1
adfgh,857000,900-999,1,2,,,,,,,,,,1
adfgh,532000,0-499,1,1,,,,,,,,,,1
adfgh,638000,600-699,1,1,,,,,,,,,,1
adfgh,552000,500-599,1,1,0,,,,,,,,,1
adfgh,786000,700-799,2,2,1,,,,,,,,,1
adfgh,513000,500-599,1,1,0,,,,,,,,,1
adfgh,598000,500-599,1,1,,,,,,,,,,1
adfgh,508800,0-499,1,1,0,,,,,,,,,1
adfgh,1115000,1000-1199,2,2,1,,,,,,,,,1
adfgh,690000,800-899,2,2,,,,,,,,,,1
adfgh,650000,700-799,1,1,,,,,,,,,,1
adfgh,450000,0-499,0,1,,,,,,,,,,1
adfgh,707000,700-799,1,2,,,,,,,,,,1
adfgh,1110000,1200-1399,2,2,,,,,,,,,,1
adfgh,552500,500-599,1,1,0,,,,,,,,,1
adfgh,510000,500-599,1,1,0,,,,,,,,,1
adfgh,635000,500-599,1,1,,,,,,,,,,1
adfgh,482000,500-599,1,1,0,,,,,,,,,1
adfgh,1218000,1200-1399,2,2,,,,,,,,,,1
adfgh,717000,800-899,1,2,0,,,,,,,,,1
adfgh,550888,500-599,1,1,,,,,,,,,,1
adfgh,985000,1000-1199,2,2,1,,,,,,,,,1
adfgh,611000,500-599,1,1,0,,,,,,,,,1
adfgh,630000,600-699,1,1,1,,,,,,,,,1
adfgh,803000,800-899,1,1,1,,,,,,,,,1
adfgh,688800,700-799,2,2,1,,,,,,,,,1
adfgh,808000,800-899,2,2,1,,,,,,,,,1
adfgh,455000,0-499,0,1,0,,,,,,,,,1
adfgh,425000,500-599,1,1,0,,,,,,,,,1
adfgh,605000,600-699,1,1,0,,,,,,,,,1
adfgh,549900,500-599,1,1,0,,,,,,,,,1
adfgh,765000,600-699,1,1,1,,,,,,,,,1
adfgh,600000,600-699,1,1,1,,,,,,,,,1
adfgh,680000,700-799,1,1,1,,,,,,,,,1
adfgh,985000,1000-1199,2,2,1,,,,,,,,,1
adfgh,975000,900-999,3,2,1,,,,,,,,,1
adfgh,657500,700-799,1,1,0,,,,,,,,,1
adfgh,828000,900-999,2,2,1,,,,,,,,,1
adfgh,535000,500-599,1,1,0,,,,,,,,,1
adfgh,1850000,2500-2749,3,3,2,,,,,,,,,1
adfgh,632500,500-599,1,1,0,,,,,,,,,1
adfgh,584900,600-699,1,1,1,,,,,,,,,1
adfgh,665000,600-699,1,1,1,,,,,,,,,1
adfgh,504900,500-599,1,1,0,,,,,,,,,1
adfgh,674000,600-699,1,1,1,,,,,,,,,1
adfgh,525000,700-799,1,1,1,,,,,,,,,1
adfgh,661000,600-699,1,1,0,,,,,,,,,1
adfgh,775000,900-999,2,2,0,,,,,,,,,1
adfgh,607500,500-599,1,1,0,,,,,,,,,1
adfgh,53000,,,0,1,,,,,,,,,1
adfgh,680000,700-799,2,2,1,,,,,,,,,1
adfgh,590000,500-599,1,1,0,,,,,,,,,1
adfgh,2166800,1600-1799,3,3,2,,,,,,,,,1
adfgh,673400,700-799,2,2,0,,,,,,,,,1
adfgh,665800,700-799,1,1,1,,,,,,,,,1
adfgh,505000,600-699,1,1,0,,,,,,,,,1
adfgh,493000,500-599,1,1,0,,,,,,,,,1
adfgh,540000,0-499,0,1,1,,,,,,,,,1
adfgh,470000,500-599,1,1,0,,,,,,,,,1
adfgh,975000,900-999,3,2,1,,,,,,,,,1
adfgh,686850,600-699,1,1,0,,,,,,,,,1
adfgh,480000,500-599,0,1,0,,,,,,,,,1
adfgh,612500,500-599,1,1,0,,,,,,,,,1
adfgh,577000,500-599,1,1,0,,,,,,,,,1
adfgh,527500,500-599,1,1,0,,,,,,,,,1
adfgh,910000,900-999,2,2,1,,,,,,,,,1
